lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
146,1,138.42204476543927,7,6,4,2,1,0,3,0
160,2,114.1193436285824,7,27,4,3,0,1,0,0
91,0,134.94837922938913,7,19,4,2,2,0,0,0
308,0,51.07378360116197,10,24,3,2,0,0,0,0
83,0,160.07886510917695,4,2,4,2,0,0,5,0
88,0,150.98758915208512,9,9,4,3,0,0,3,0
138,1,122.89559311202092,5,21,4,1,2,0,3,0
195,1,145.84275959424417,8,6,4,1,1,0,2,0
158,0,89.39422045319317,7,24,4,2,1,3,0,0
190,0,89.55271942145242,9,18,4,3,2,1,0,0
59,0,89.45190849775221,3,24,4,1,1,0,0,0
16,0,165.37794382655457,4,25,4,1,1,0,0,0
48,0,76.5,3,14,4,1,0,0,0,0
237,0,129.49759709908474,10,13,4,3,0,0,3,0
9,0,154.89914789983354,5,18,4,1,1,0,3,0
102,0,118.8,10,7,4,2,1,0,0,0
47,0,100.28403394789275,3,13,4,1,0,0,0,0
172,1,116.8739663305801,7,19,4,1,1,0,0,0
298,1,117.2368849975615,8,24,3,1,0,0,0,0
209,0,76.49535620320007,7,29,4,1,0,0,0,0
49,0,159.7639738266588,5,23,4,1,0,0,1,0
164,0,172.31077798101785,7,18,4,1,2,0,5,0
51,0,86.2379713574727,3,28,4,2,0,0,0,0
39,0,117.9,7,2,4,1,1,0,0,0
6,0,134.26125716493522,3,2,4,3,0,0,2,0
21,0,131.1892590562841,5,29,4,2,1,0,2,0
50,0,98.83347862422342,8,2,4,0,0,2,0,0
151,1,103.1847625694617,8,22,4,2,2,0,0,0
75,1,140.4,5,2,4,2,0,0,3,0
47,0,100.03168676590096,9,1,4,4,0,1,0,0
28,0,152.15618646631452,8,2,4,2,1,0,1,0
275,0,91.1785668208504,10,7,3,4,2,2,0,0
28,0,66.29,12,2,4,10,4,3,0,0
260,0,107.11735794110623,10,14,2,1,1,0,2,0
152,2,111.33337365424197,7,3,4,2,1,0,0,0
215,0,106.25,8,28,4,3,1,0,0,0
145,0,84.95640735703175,6,27,4,1,1,2,0,0
161,0,134.9789781378258,5,11,4,3,0,0,3,0
109,0,149.5058317322006,8,21,4,3,1,0,3,0
49,0,107.48548900948524,8,1,4,2,0,3,0,0
2,0,223.58693118458075,6,3,4,1,0,0,4,0
29,0,74.78675398660445,2,3,4,2,0,3,0,0
191,2,112.2,8,16,4,4,0,0,3,0
144,0,93.77281621236364,4,24,3,2,1,0,1,0
106,0,120.92172090851982,7,19,4,4,1,0,2,0
82,0,117.56068509729528,5,11,4,2,0,1,0,0
64,0,71.30131456704001,3,9,4,10,4,2,0,0
56,0,157.17390315608796,6,2,4,2,0,0,3,0
243,0,81.08530660493686,9,18,4,1,1,0,0,0
9,0,128.76478854280887,4,16,4,4,1,0,2,0
82,0,64.27573929361498,3,24,3,2,1,0,0,0
125,0,80.35680435997185,8,12,3,2,1,0,0,0
79,0,159.60282487666922,4,12,4,2,0,0,3,0
88,0,220.865562154824,9,22,4,2,1,1,4,0
95,0,141.32035879812236,5,21,4,3,1,0,3,0
138,0,68.0148521714293,11,16,3,4,2,0,0,0
78,0,136.86113078791973,8,3,4,4,2,0,1,0
146,0,178.17474352780192,9,24,4,4,1,1,2,0
97,0,135.7571306460794,8,9,4,4,2,0,0,0
166,0,94.66853920800054,7,28,4,2,0,2,0,0
120,0,79.00227802335544,12,4,4,1,2,3,0,0
73,0,135.35016625126488,9,18,4,1,0,0,0,0
107,0,98.24828809616409,8,19,3,1,2,0,0,0
138,0,71.79953059114642,7,5,3,5,2,0,0,0
80,0,119.07,10,7,4,3,0,0,3,0
178,0,96.81220598389444,8,25,4,3,0,0,0,0
14,0,112.91319375899799,3,3,4,2,0,0,0,0
128,1,116.63552780281775,4,9,4,1,1,0,3,0
168,0,92.64128696332845,8,26,4,3,0,1,0,0
68,0,76.02666978833534,7,11,4,0,1,0,0,0
14,0,115.36934603311389,6,11,4,0,2,0,0,0
85,1,120.08857459082017,8,7,4,1,0,0,0,0
214,0,120.31038816387645,9,28,4,3,0,0,0,0
12,1,127.0,2,25,4,1,0,0,3,0
31,0,72.19376781719134,2,7,3,2,0,0,0,0
56,0,140.52301335043376,5,27,4,2,1,0,3,0
109,0,81.64313405202246,3,27,3,2,1,2,0,0
192,0,102.0,9,25,3,3,2,0,0,0
163,0,145.836350293903,6,21,4,1,0,0,3,0
52,0,108.0,10,2,4,2,1,1,0,0
109,0,94.50765529331345,6,26,4,1,0,2,0,0
317,0,64.82738791621918,11,28,4,4,0,3,0,0
161,0,128.2017863463314,8,15,4,2,1,0,0,0
189,0,105.83422331309808,6,14,4,0,1,0,0,0
178,0,128.7,7,25,4,1,0,0,0,0
304,0,83.29178495450046,11,4,4,2,0,0,0,0
7,0,151.0,7,12,4,3,0,0,0,0
161,2,108.18246080335378,9,1,4,2,1,0,0,0
27,0,212.40426811052154,9,19,4,2,0,0,5,0
14,0,153.21121608720753,8,29,4,1,1,0,5,0
64,0,71.69870989137837,3,9,4,9,4,1,0,0
207,0,112.5,8,18,4,1,0,0,0,0
82,0,170.77785675431446,6,19,4,2,1,0,4,0
15,0,156.90843696640454,10,7,4,4,0,0,0,0
327,0,78.61177923386275,7,20,3,3,1,0,0,0
3,0,161.0,3,26,4,2,1,0,1,0
77,0,136.12285092391195,4,12,4,3,0,0,3,0
154,0,73.9734239082398,7,1,4,2,1,0,0,0
82,1,105.89587573101771,6,13,4,1,1,1,1,0
27,0,150.22395925258382,6,22,4,2,1,0,1,0
275,0,91.69,10,9,4,5,3,3,0,0
273,0,79.33166165530372,7,6,3,4,2,0,0,0
36,0,150.3,6,1,4,2,2,0,2,0
53,0,79.42352104838918,4,27,3,1,1,2,0,0
12,0,169.0,4,26,4,0,0,0,0,0
38,0,126.00052293362073,6,22,4,1,1,1,0,0
176,1,107.53665751267391,8,26,3,3,1,0,0,0
181,0,120.0,10,11,3,1,0,0,0,0
37,0,69.8137374774604,2,21,4,2,1,2,0,0
179,0,85.5,8,25,4,2,0,3,0,0
1,0,85.36570507544684,2,22,4,0,1,3,0,0
78,0,86.50230965044243,3,5,4,2,0,1,2,0
193,1,102.0932160385122,7,22,4,2,0,0,0,0
155,1,115.07409005036098,7,6,4,4,0,0,0,0
156,0,84.24,5,18,4,1,0,0,0,0
70,0,73.95,3,12,4,3,1,0,0,0
216,0,96.3,8,9,4,2,0,0,0,0
219,1,144.79850419298842,9,12,4,2,0,0,0,0
34,0,208.46525922364336,8,17,4,1,1,0,5,0
5,0,99.5048335110934,8,15,4,1,1,0,0,0
62,0,116.1249782146383,5,16,4,1,0,2,0,0
123,0,202.33821407512548,8,25,4,0,1,0,5,0
159,1,114.3,5,22,4,1,1,0,3,0
44,0,84.76480310793241,11,20,4,1,0,3,0,0
178,0,81.90747625348043,7,26,4,2,1,0,0,0
150,0,229.17429345009234,8,23,4,2,1,1,5,0
167,0,94.15090034457413,7,28,4,2,0,2,0,0
119,0,121.67798698272537,7,14,3,1,0,0,0,0
308,2,76.97240769317355,11,23,4,3,0,0,0,0
66,0,78.81203186506721,3,30,4,3,0,1,0,0
49,0,78.3,3,6,4,1,0,0,0,0
239,1,85.28184685440007,8,17,4,3,0,2,0,0
121,0,44.535181354473536,7,9,4,10,4,0,0,0
190,1,104.23692194145171,7,30,4,2,2,0,1,0
39,1,162.76906305119377,8,23,4,2,1,0,0,0
7,0,116.91114943864073,5,20,4,2,0,3,0,0
193,0,86.5,7,15,4,1,0,0,1,0
81,0,94.07783538139039,8,22,3,2,0,0,0,0
107,0,97.73961459057156,8,19,3,1,2,0,0,0
183,0,123.3,10,27,4,2,1,0,3,0
30,0,115.94946990158365,4,20,4,0,0,3,0,0
199,0,86.63530094144282,7,18,4,0,0,0,1,0
174,0,69.18209572565759,9,10,3,1,1,0,0,0
148,0,200.5102586522687,8,20,4,2,1,0,1,0
99,1,219.67056203072053,5,14,4,1,1,0,3,0
133,0,76.81222988202761,3,10,3,2,1,0,0,0
34,1,107.1,10,15,4,1,1,0,1,0
0,0,85.56646897994646,2,10,4,1,0,0,0,0
5,1,159.10249632918922,9,15,4,2,0,0,0,0
28,1,114.85059899883277,9,29,4,4,1,0,0,0
106,0,99.64456909033176,7,16,3,1,1,0,0,0
57,1,125.1,9,25,4,0,1,3,0,0
88,0,76.11689546394462,4,7,3,2,0,2,0,0
175,0,130.01976735263278,7,14,4,3,1,0,3,0
53,0,116.72914860536919,4,6,4,2,0,2,0,0
34,0,80.08672598721516,2,11,4,2,0,2,0,0
159,0,94.5,8,3,4,1,0,3,0,0
111,0,73.0579347942994,10,2,3,2,1,0,0,0
18,0,139.0,7,16,4,2,0,3,0,0
127,1,91.4236906623588,10,26,3,1,1,0,0,0
128,0,103.5,7,8,4,4,0,3,0,0
46,1,124.1,3,20,4,2,1,0,3,0
217,0,96.09817585364733,8,10,4,1,0,0,0,0
80,0,86.44340019055109,11,21,4,1,1,0,0,0
125,0,95.73940587865131,5,28,3,1,0,0,1,0
18,0,99.50915053377233,5,21,2,1,0,0,0,0
172,1,114.94547841251338,7,5,4,1,2,0,1,0
116,0,72.337621727005,3,28,3,1,0,0,0,0
259,0,65.53081119976467,8,22,4,7,3,0,0,0
2,0,79.0,2,7,4,4,1,3,0,0
92,0,138.59754487335832,7,15,4,3,0,0,3,0
179,1,108.9,10,1,4,1,2,0,0,0
24,0,156.8886421138365,5,21,4,2,0,0,3,0
182,1,90.9,10,28,4,1,0,0,0,0
76,0,92.41863781975255,10,2,4,3,0,0,0,0
4,0,101.0,3,2,4,1,0,0,0,0
149,0,130.01710932028794,8,13,3,3,0,0,1,0
6,0,130.11577897033038,7,12,4,1,1,0,0,0
29,0,68.88620026816876,6,4,4,12,5,1,0,0
5,0,126.82864103773184,3,4,4,4,2,0,2,0
198,0,74.48782768317753,11,23,4,1,1,3,0,0
195,0,104.14002434665272,9,12,4,4,1,0,0,0
188,1,100.34135271680354,8,6,4,3,2,0,0,0
79,0,171.4296370721704,4,20,4,2,1,0,5,0
106,0,110.35032300497555,3,14,4,8,1,0,2,0
175,0,127.28366794566308,8,30,4,2,1,0,1,0
141,0,143.1,9,18,4,2,1,0,3,0
102,0,82.31930380571475,10,16,3,2,0,1,0,0
151,0,136.81142944482872,7,4,4,5,1,0,2,0
40,0,157.21433935180318,8,29,4,2,0,0,3,0
201,0,86.6914820727815,7,20,4,1,0,0,0,0
287,1,104.79883235006302,9,29,4,3,0,0,0,0
45,1,101.68735173367195,5,19,4,2,0,0,0,0
54,0,93.6,11,21,4,1,0,0,0,0
49,0,117.9180463390147,9,4,4,2,0,0,0,0
119,0,87.39680032129631,6,26,4,1,0,1,0,0
349,0,73.57022207891741,11,5,3,1,0,0,0,0
79,1,147.0394059475827,7,8,4,1,1,0,3,0
33,0,126.154018715457,6,9,4,1,0,1,0,0
3,0,116.8167176483617,6,26,4,2,1,3,0,0
26,0,76.78068692706388,11,15,2,3,0,0,0,0
21,0,149.67036401856745,6,17,4,1,1,0,0,0
111,0,150.20530240028566,8,22,4,3,0,0,3,0
193,1,94.33199505945487,9,6,4,2,0,0,2,0
9,1,139.36457207929703,8,16,4,1,0,3,0,0
64,0,150.099249894144,8,15,4,1,0,0,3,0
10,0,126.52425400004346,4,7,4,1,2,0,2,0
30,1,98.58821040580058,10,4,4,4,1,0,0,0
9,0,110.55907754468178,7,30,1,1,0,0,1,0
27,0,156.70397595882952,5,20,4,2,0,0,3,0
265,0,113.39049784646613,6,24,3,2,0,1,0,0
38,0,71.10132744003299,3,3,4,2,0,3,0,0
128,0,118.01099591380412,9,10,4,2,0,0,0,0
98,0,118.81062015324387,9,7,4,2,2,0,0,0
31,0,74.8,11,25,4,8,3,0,0,0
229,0,89.6198107222522,9,22,4,2,1,0,0,0
39,0,81.9,3,7,4,3,2,0,0,0
70,0,74.4434240161926,3,29,4,8,2,0,0,0
9,0,144.54004296541353,3,25,4,1,1,0,0,0
40,0,80.7456812173968,4,21,4,1,0,0,0,0
102,0,82.17836316462807,10,16,3,2,0,1,0,0
33,0,225.99333795518288,9,22,4,2,0,1,1,0
167,1,119.22271896129128,7,20,4,0,1,0,0,0
49,1,73.89398092895563,11,11,4,2,0,3,0,0
161,0,119.28132323106159,6,27,4,1,0,0,1,0
203,1,90.95,7,20,4,4,0,0,0,0
142,1,170.18831999248837,8,28,4,1,0,0,3,0
122,0,100.61530427532563,5,2,4,3,0,0,0,0
91,0,91.32435925758351,11,2,4,2,0,0,0,0
93,0,108.0,10,6,4,3,0,3,0,0
50,0,63.98502445426653,3,5,4,4,2,2,0,0
93,0,115.24378860871765,9,14,4,1,1,0,0,0
123,0,100.28085941751895,4,30,4,1,1,0,0,0
159,2,124.62405299610836,10,29,4,2,1,0,0,0
61,0,118.8,4,19,4,1,1,0,3,0
18,1,139.0,8,15,4,1,0,3,0,0
135,0,90.0,9,14,3,2,0,0,0,0
99,0,89.48984937703698,12,26,4,3,1,2,0,0
155,1,79.72330855313577,10,25,4,1,0,3,0,0
223,1,96.5235461889024,9,28,4,1,2,0,0,0
220,0,89.29396988754878,9,17,4,1,0,0,0,0
113,0,76.8867343788292,6,10,4,1,2,0,0,0
236,0,139.80951643435526,9,6,4,3,0,0,2,0
27,0,94.35,6,12,4,0,1,0,0,0
238,0,93.68131601029806,12,26,4,4,1,0,0,0
27,0,88.11873525376933,11,22,4,2,0,3,0,0
137,0,170.05821666019474,7,10,4,3,1,0,5,0
163,1,74.33948917785048,7,29,3,3,1,0,0,0
60,0,123.31903192355973,8,2,4,2,0,0,3,0
124,0,114.3,8,7,4,3,1,0,0,0
200,0,85.7109965507852,6,21,4,1,0,0,0,0
53,0,141.16822266994905,6,28,4,1,2,0,3,0
91,0,186.92617341524317,6,17,4,3,1,0,5,0
235,1,243.96349376015652,11,30,4,1,1,0,3,0
27,0,211.341870960484,9,21,4,2,0,0,5,0
117,0,183.4320768649221,6,28,4,2,1,0,4,0
99,0,171.30806454196116,10,14,4,2,0,0,3,0
167,1,105.59756234030455,7,9,4,2,1,0,0,0
151,1,113.73844278414438,7,10,4,2,0,0,0,0
53,0,153.25791540436427,7,18,4,2,0,0,2,0
115,1,122.12374083633446,11,16,4,3,0,0,3,0
38,0,68.55689813526051,2,23,4,3,0,3,0,0
51,0,149.4,9,19,4,2,0,0,3,0
41,0,76.85853719802067,3,14,4,1,0,0,0,0
38,0,88.72476091597993,4,25,4,0,0,3,0,0
187,1,86.5099454819043,7,7,4,2,0,0,1,0
11,1,100.33966416948587,9,16,2,0,0,1,0,0
37,0,135.9,8,16,4,1,0,0,0,0
33,0,149.00943678711232,9,26,4,3,0,0,0,0
186,1,123.19146058826655,8,7,4,3,1,0,1,0
166,0,79.63679588035221,7,4,4,3,0,2,0,0
114,0,74.35889817704366,7,10,4,1,2,0,0,0
102,0,85.0,9,27,3,1,0,3,0,0
76,0,132.36156602618823,8,21,4,2,2,0,3,0
39,0,71.1,3,11,4,1,1,3,0,0
80,0,73.7364534576344,2,27,4,5,1,0,0,0
30,1,77.86,11,23,4,4,0,0,1,0
120,0,161.69198970899726,7,8,4,4,1,0,3,0
435,0,67.74928472305955,7,12,3,2,0,0,0,0
1,0,104.47050243261359,8,9,3,1,0,0,0,0
35,0,100.2528093752549,4,17,4,0,2,0,0,0
102,0,78.65291055335214,4,4,4,1,0,0,0,0
10,1,139.22511661849504,6,16,4,1,0,2,0,0
127,1,94.12368986682313,8,26,3,1,1,0,2,0
48,0,127.55055380015884,10,25,4,2,0,0,3,0
62,0,112.71578007878817,7,28,4,4,0,0,1,0
187,0,134.69636665442496,9,27,4,3,2,0,3,0
22,0,83.05055239863694,2,4,4,2,0,0,0,0
0,0,216.0,9,9,4,0,0,0,3,0
78,0,76.5,7,2,4,4,1,0,0,0
279,0,87.95688552824073,11,29,4,1,1,0,0,0
1,0,79.0,2,9,4,1,0,3,0,0
157,0,138.53028084683154,7,14,4,3,1,0,0,0
314,0,75.83207505426851,10,13,4,2,0,0,0,0
158,0,121.5,7,25,4,1,1,0,0,0
40,0,76.63595988448243,2,14,4,1,0,0,0,0
39,0,133.836479933825,8,16,4,0,1,0,0,0
26,0,77.73511291432419,11,17,2,2,0,1,0,0
35,0,126.34080678897551,7,1,4,1,0,0,0,0
89,0,105.0584407357017,7,12,3,1,0,0,0,0
26,0,119.65357054494916,9,19,4,3,1,0,0,0
84,0,79.462853175834,11,23,4,1,0,3,0,0
90,0,116.1,5,20,4,1,1,3,0,0
37,0,88.0,12,8,4,2,0,3,0,0
203,1,91.72902942542922,7,17,4,6,1,0,0,0
210,0,74.33565012188416,9,8,3,3,1,1,0,0
280,1,92.25361015534743,10,15,4,2,0,0,2,0
72,0,76.49760552391162,4,3,4,1,2,0,0,0
59,0,104.29930830837071,4,28,4,3,0,1,0,0
76,0,128.57577817078294,7,8,4,1,1,0,3,0
153,0,188.86260771761778,6,14,4,1,1,0,5,0
18,0,73.53046127352324,9,11,4,0,0,1,0,0
234,0,90.90288616719091,8,12,3,2,1,0,0,0
75,0,116.1,5,21,4,0,0,3,0,0
68,0,75.73707024901205,3,1,4,2,1,2,0,0
50,0,112.3502490500212,4,6,4,2,0,0,1,0
195,0,129.2391810505973,8,6,4,2,1,0,1,0
145,0,72.51553898577073,7,10,3,3,0,0,0,0
71,0,170.95893475697807,6,7,4,3,1,0,3,0
30,0,125.3073555643631,8,5,4,0,1,3,0,0
31,1,142.42600726884933,9,28,4,1,0,0,2,0
34,0,112.52443886095242,3,23,4,1,0,0,2,0
9,0,168.07331761016155,7,23,4,0,0,0,0,0
70,0,84.41281563092188,3,23,4,3,2,2,0,0
105,0,85.0,4,27,3,3,0,3,0,0
29,0,97.2455240410779,4,13,4,3,0,3,0,0
141,0,116.91074580536099,6,22,4,3,1,0,2,0
39,0,67.5,2,13,4,1,2,3,0,0
18,0,100.25199629297944,6,30,4,1,0,0,1,0
19,0,139.0,8,20,4,1,2,3,0,0
115,0,114.39612256899899,6,7,4,2,0,0,0,0
78,0,131.65955019086306,9,6,4,2,0,0,3,0
157,0,138.58175918928532,7,14,4,3,1,0,0,0
79,0,88.91318745549292,6,17,4,1,0,1,0,0
33,0,225.95846029882566,9,22,4,2,0,1,1,0
99,0,152.0152866163468,10,19,4,2,0,0,1,0
156,0,138.43444587092745,7,14,4,2,1,0,1,0
222,1,92.26734011905897,8,30,4,3,0,0,0,0
62,0,139.5602875951079,3,9,4,1,0,0,1,0
154,0,112.23035694864988,8,24,4,1,0,0,0,0
112,1,99.66151642518882,12,6,4,4,0,0,0,0
51,0,123.3,8,30,4,3,1,0,3,0
193,0,120.55519139972523,6,18,4,2,0,0,0,0
178,1,125.74762094408747,9,2,4,3,2,0,0,0
131,0,133.45625317092438,7,26,4,4,1,0,3,0
121,0,162.0,9,20,4,5,1,0,3,0
18,0,106.60688403437425,4,10,4,0,1,3,0,0
8,0,80.46299016549433,2,19,2,1,0,0,0,0
107,0,83.61845246177286,3,26,4,3,2,3,0,0
123,0,95.90815124674508,4,29,4,2,0,0,0,0
86,0,76.5,7,6,4,3,0,0,0,0
0,0,107.89218152750156,8,27,3,1,0,2,0,0
142,1,90.90328991088977,9,26,4,1,0,0,0,0
116,0,70.58802946789837,2,28,3,1,2,0,0,0
98,0,91.92877698385611,5,25,4,1,1,2,0,0
242,0,82.56563880322057,11,29,4,2,0,3,0,0
25,0,106.5993313023267,7,10,4,1,0,1,1,0
202,2,128.63806217443258,9,6,4,3,0,0,0,0
11,0,185.32081431457024,4,17,4,2,0,0,3,0
18,0,80.52625133862286,2,1,4,4,0,0,0,0
228,0,103.77870899131212,6,28,4,7,2,0,3,0
69,0,119.95554959357835,5,12,4,3,1,0,0,0
198,0,150.45,9,19,4,4,1,0,0,0
199,1,187.52491916930913,8,23,4,3,0,1,3,0
24,0,138.3644292357555,9,8,4,2,0,2,0,0
204,0,141.36473836118415,9,6,4,1,0,0,2,0
42,0,78.27366401618492,2,12,4,2,1,0,0,0
9,0,98.14706751023154,3,14,4,0,1,2,0,0
261,0,96.10182758504013,8,25,4,2,0,0,0,0
23,0,293.7067813065544,7,20,4,1,1,0,6,0
122,0,114.3,8,8,4,4,0,0,0,0
124,1,94.09663573670944,5,5,4,3,0,3,0,0
38,0,53.14185509587426,2,10,4,3,0,2,0,0
202,1,105.41330179377675,7,10,4,3,0,0,0,0
31,0,67.5,2,5,4,1,0,3,0,0
92,1,78.95463334640195,10,12,4,1,1,2,0,0
69,0,134.3615849255083,7,7,4,0,0,0,0,0
44,0,141.3974987165452,5,9,4,2,1,0,1,0
186,0,112.5,8,28,4,0,1,0,0,0
30,0,106.2743493975069,3,1,4,1,0,0,3,0
95,0,95.33324977993782,5,9,3,1,1,0,0,0
137,0,102.1039892048567,7,22,4,2,1,0,0,0
16,0,106.0,2,26,4,1,1,0,3,0
206,0,78.64981328834254,5,20,3,5,2,0,0,0
117,0,125.07641080576835,8,17,3,0,0,0,0,0
110,0,51.14235157378496,7,13,4,6,1,0,0,0
21,0,156.2767475992763,5,2,4,2,0,0,3,0
159,0,114.81083935810157,8,13,3,1,0,0,0,0
52,0,46.8203237518434,4,4,4,7,3,0,2,0
6,0,161.0,3,26,4,2,2,0,3,0
48,0,103.19713196215443,4,11,4,1,1,0,0,0
136,0,91.70772367404983,6,28,4,3,0,0,0,0
5,0,144.86620362745455,5,10,4,4,1,0,3,0
244,0,90.32049302944726,8,2,4,3,0,0,0,0
99,1,79.34674772548746,10,27,4,1,1,3,0,0
64,0,118.20481771078994,4,16,4,1,0,0,2,0
56,0,220.6086093702924,11,29,4,3,0,0,3,0
14,0,127.52813343199148,4,22,4,1,0,0,0,0
12,0,135.9993664605658,5,7,4,1,0,1,0,0
32,0,148.34870513942192,9,10,4,2,1,0,3,0
175,0,126.21494963062358,8,18,4,0,1,0,0,0
51,0,96.3,3,4,4,0,1,0,1,0
75,0,69.8159666920531,3,17,3,2,1,0,0,0
33,0,155.94628055837774,4,26,4,1,1,0,3,0
81,1,93.6,11,14,4,1,0,0,0,0
213,0,106.4662497695075,10,7,4,2,1,0,1,0
61,0,256.3737245534604,7,10,4,1,1,0,6,0
35,0,229.96636905360137,5,12,4,3,2,1,5,0
50,0,99.66660045101453,4,1,4,2,1,0,0,0
75,0,158.009158702534,4,13,4,2,0,0,4,0
21,0,231.01284478336518,9,14,4,2,1,0,4,0
195,0,96.3,10,27,4,1,0,0,0,0
110,0,82.43983368915964,3,27,3,2,1,2,0,0
34,0,67.5,2,10,4,3,0,3,0,0
72,0,96.7551753315261,10,12,3,1,0,0,0,0
153,0,109.8,7,23,4,2,0,0,0,0
97,0,167.6351569022838,4,22,4,3,1,0,4,0
16,0,129.61521174465335,3,4,4,3,0,0,3,0
155,1,121.85967813031648,7,7,4,3,0,0,1,0
310,1,68.57014410687941,12,26,4,9,2,3,0,0
226,0,118.96921963436121,9,29,4,4,1,0,2,0
125,0,86.03365350454537,7,26,4,0,1,0,0,0
38,0,125.81714186329832,10,2,4,1,2,0,1,0
56,0,71.86681392412572,12,15,4,3,2,3,0,0
33,0,142.01091637642884,3,22,4,1,0,0,1,0
11,0,138.97058356952277,3,4,4,2,0,0,0,0
151,1,163.57264330438738,8,21,4,2,2,0,3,0
251,0,107.42376977561801,10,15,4,1,1,0,0,0
15,0,91.20827720016025,10,17,4,1,2,3,0,0
159,0,204.9548925034482,5,25,4,4,1,0,5,0
21,0,59.2384085369263,2,14,4,2,0,3,0,0
122,0,114.75447665295154,5,11,4,2,0,0,0,0
68,0,75.90852420199282,2,10,4,3,0,1,0,0
16,0,135.45235303847872,5,13,4,1,0,0,1,0
81,0,133.79503967623216,8,1,4,5,2,0,0,0
141,0,225.04073891787118,8,14,4,2,0,0,5,0
187,1,85.45786563851209,9,26,4,2,0,2,0,0
206,2,177.3,8,2,4,2,0,0,5,0
118,0,103.4689684585323,4,28,4,3,1,0,3,0
104,0,150.97721288105015,8,24,4,4,0,0,3,0
81,0,96.53441352105064,3,3,4,3,0,0,3,0
84,0,76.5,7,14,4,4,2,0,0,0
111,0,119.59453419096981,9,10,3,0,1,1,0,0
377,0,90.0,10,14,3,2,0,1,0,0
203,0,58.25737093790951,8,2,4,3,0,2,0,0
127,0,128.70655335194584,7,4,4,1,1,0,0,0
113,0,190.88752926053152,8,11,4,3,2,0,4,0
186,0,96.2150768453801,7,28,4,3,0,0,0,0
160,0,110.5586475034602,8,25,4,1,0,0,2,0
184,1,119.14438415936586,8,10,4,1,0,0,2,0
22,0,170.5006743614146,4,29,4,0,1,0,3,0
99,0,91.30406255796792,4,26,4,3,0,1,0,0
100,0,166.07848065357274,7,10,4,2,0,0,3,0
273,0,109.30488018405423,6,17,3,1,0,1,0,0
129,0,114.7184663375902,6,3,4,2,0,3,0,0
8,0,137.67,5,1,4,1,1,0,0,0
172,0,105.3,8,12,4,1,1,0,0,0
17,1,151.45468728551634,6,29,4,2,0,0,0,0
59,0,120.98970626068888,9,2,4,2,2,0,3,0
59,1,121.65729461460795,9,2,4,3,1,0,3,0
161,0,130.0,3,25,4,2,1,1,0,0
48,0,139.4018019925254,9,3,4,3,0,0,3,0
37,0,113.80437855767642,4,20,4,1,1,0,3,0
177,0,89.34441173060054,7,10,4,4,0,2,0,0
45,0,71.70499091856371,3,10,4,2,0,0,0,0
204,0,111.20436408901865,10,23,4,1,1,0,1,0
5,0,65.64084022490358,2,15,3,1,1,0,0,0
42,0,167.60233985075,6,12,4,1,0,0,3,0
111,0,149.5632660926642,8,22,4,3,1,0,3,0
235,0,88.50403241909085,9,2,4,1,0,0,0,0
192,0,71.90684945478363,11,24,4,1,0,3,0,0
56,0,127.51538072667313,4,21,4,1,2,0,0,0
173,0,295.6625682249309,7,23,3,1,0,0,0,0
266,0,107.42177794122136,7,26,3,1,0,1,0,0
5,0,132.11989899707075,7,2,4,1,0,3,0,0
74,0,70.69360911625687,3,17,3,3,1,0,0,0
63,0,141.84787889836377,5,12,4,4,0,0,3,0
123,0,95.45431637633543,5,3,4,2,0,1,0,0
83,0,107.1,8,15,4,1,1,3,0,0
198,0,84.39158893349217,8,27,4,3,1,3,0,0
158,0,94.5,8,4,4,1,0,3,0,0
149,1,131.21502126233165,7,14,3,6,1,0,2,0
8,0,76.5,9,11,4,3,0,1,0,0
85,0,75.97780214047141,8,6,3,3,1,0,0,0
12,0,93.44103396623095,2,7,4,0,1,0,0,0
152,0,113.28626342524075,6,19,4,2,1,0,0,0
26,0,118.19697536159094,9,19,3,0,1,0,0,0
1,0,65.0,11,19,2,0,0,0,0,0
54,0,109.38199981869604,5,30,4,2,0,0,0,0
123,0,141.316410212604,8,21,4,5,2,0,3,0
38,0,118.7435247845493,3,20,4,2,1,0,3,0
6,0,132.0221530116372,5,28,4,2,1,1,1,0
67,0,159.3,8,29,4,3,1,0,3,0
26,0,102.14921776877566,5,22,4,1,0,1,0,0
118,0,85.5,7,18,4,0,1,0,0,0
155,0,101.96446122396151,7,17,4,4,1,0,0,0
135,1,79.7913836411993,5,9,4,4,1,0,0,0
35,1,104.34789539858404,9,25,4,0,1,0,0,0
136,0,90.0,10,14,3,2,0,0,0,0
159,0,146.009144139807,8,21,3,2,1,0,2,0
188,1,106.00884597422373,9,16,4,2,0,0,0,0
93,0,150.3838027993094,8,22,4,3,1,0,3,0
194,0,90.4403546912164,8,23,4,3,0,3,0,0
36,1,81.9,3,8,4,4,0,0,0,0
6,0,162.09984221670578,8,16,4,0,1,0,3,0
111,0,120.0,10,10,3,0,1,0,0,0
6,0,175.0049413679451,4,26,4,2,0,0,1,0
121,0,94.76529118922728,4,5,4,3,0,0,2,0
86,1,103.90389544079649,10,23,4,2,0,0,3,0
233,0,87.26069761885486,8,11,4,2,0,0,0,0
